2018-09-24 18:23:49.639  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : datacenter1	datacenter2	latency	bandwidth
2018-09-24 18:23:49.641  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-2	us-west-1	1282.9999999999998	1050.2499999999998
2018-09-24 18:23:49.641  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : East-US	North-Central-US	1073.3333333333333	1101.0000000000002
2018-09-24 18:23:49.641  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-1	ap-northeast-3	940.1999999999998	947.4000000000001
2018-09-24 18:23:49.641  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-1	ap-northeast-2	746.7818181818183	675.4181818181819
2018-09-24 18:23:49.641  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-2	us-west-2	711.1666666666667	640.1666666666667
2018-09-24 18:23:49.641  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-3	sa-east-1	550.3571428571428	1135.357142857143
2018-09-24 18:23:49.641  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ca-central-1	ap-southeast-1	189.33333333333334	685.0
2018-09-24 18:23:49.641  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-central-1	eu-west-3	1465.0	1279.0
2018-09-24 18:23:49.642  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-2	ap-northeast-1	1086.5000000000002	741.5000000000001
2018-09-24 18:23:49.642  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ca-central-1	ap-southeast-2	1354.8	921.7
2018-09-24 18:23:49.642  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-3	East-US	1132.6	1150.9333333333334
2018-09-24 18:23:49.642  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-south-1	East-US	512.8333333333334	1598.0000000000002
2018-09-24 18:23:49.642  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-central-1	eu-west-1	842.8	1369.6545454545455
2018-09-24 18:23:49.642  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-central-1	eu-west-2	1264.1904761904764	1093.1904761904764
2018-09-24 18:23:49.642  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-2	ap-northeast-2	886.1904761904763	952.3333333333331
2018-09-24 18:23:49.642  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-southeast-1	North-Central-US	1168.1	693.3
2018-09-24 18:23:49.642  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-2	ap-northeast-3	1277.4444444444448	1081.7111111111112
2018-09-24 18:23:49.642  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-1	us-west-2	932.1428571428571	924.5714285714284
2018-09-24 18:23:49.643  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-1	us-west-1	300.64444444444456	1175.3777777777782
2018-09-24 18:23:49.643  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-2	ap-south-1	932.4761904761903	994.7619047619048
2018-09-24 18:23:49.643  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-southeast-1	East-US-2	840.75	1096.9999999999998
2018-09-24 18:23:49.643  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-1	ca-central-1	1148.638888888889	1252.2222222222222
2018-09-24 18:23:49.643  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-2	North-Central-US	625.9	638.5
2018-09-24 18:23:49.643  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-southeast-2	East-US	595.1904761904761	544.4285714285714
2018-09-24 18:23:49.643  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-2	ca-central-1	864.3	670.3
2018-09-24 18:23:49.643  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-1	Central-US	1082.9642857142858	1164.5714285714284
2018-09-24 18:23:49.643  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-1	East-US	835.6190476190477	1702.7619047619048
2018-09-24 18:23:49.643  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-1	ap-northeast-1	1190.7	907.6
2018-09-24 18:23:49.643  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-1	ap-northeast-2	1538.6666666666665	1014.142857142857
2018-09-24 18:23:49.644  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-1	ap-northeast-3	1048.0000000000002	1116.488888888889
2018-09-24 18:23:49.644  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-2	sa-east-1	445.8	1315.4666666666667
2018-09-24 18:23:49.644  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-2	East-US-2	1447.0	1200.8214285714287
2018-09-24 18:23:49.644  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-1	ap-south-1	1182.2	940.0
2018-09-24 18:23:49.644  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : East-US	East-US-2	1017.9285714285714	1025.7142857142856
2018-09-24 18:23:49.644  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-1	ap-south-1	1592.8214285714284	772.6071428571429
2018-09-24 18:23:49.644  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-2	East-US-2	1415.3055555555557	956.0833333333334
2018-09-24 18:23:49.644  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : sa-east-1	East-US-2	580.0	809.4285714285714
2018-09-24 18:23:49.644  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ca-central-1	Central-US	1081.1428571428573	1347.1785714285716
2018-09-24 18:23:49.644  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-1	sa-east-1	1175.904761904762	468.9523809523809
2018-09-24 18:23:49.644  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-2	East-US	789.3111111111112	1366.777777777778
2018-09-24 18:23:49.644  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : East-US	Central-US	1059.3	738.8
2018-09-24 18:23:49.644  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-1	Central-US	935.3333333333334	806.1666666666667
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ca-central-1	ap-south-1	798.5636363636364	1146.2181818181818
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-2	Central-US	108.6	574.5
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ca-central-1	East-US-2	759.0	1041.3
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-2	sa-east-1	638.7142857142857	1011.7619047619047
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-2	East-US	691.7142857142858	867.4285714285713
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-1	East-US	908.9	1244.9
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-1	ap-southeast-1	1099.6666666666667	320.3333333333333
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-1	North-Central-US	1033.75	568.0714285714287
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-1	ap-northeast-3	1279.3	987.4
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-1	ap-southeast-2	869.5238095238095	1060.6666666666665
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-1	eu-central-1	1781.6666666666667	702.3333333333334
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-1	ap-southeast-2	952.757575757576	964.757575757576
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-1	ap-northeast-2	375.0	598.0
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-1	ap-southeast-1	1559.2857142857142	812.6666666666667
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ca-central-1	eu-central-1	915.3	1437.6
2018-09-24 18:23:49.645  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-1	ap-northeast-1	840.8	1283.4
2018-09-24 18:23:49.646  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-southeast-1	East-US	605.1071428571429	1480.9642857142856
2018-09-24 18:23:49.646  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-1	us-east-2	902.1272727272725	941.1454545454544
2018-09-24 18:23:49.646  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-1	ap-northeast-2	963.6	586.6
2018-09-24 18:23:49.646  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-1	ap-northeast-1	801.5111111111113	919.4666666666668
2018-09-24 18:23:49.646  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-2	eu-west-3	990.5111111111113	1105.2000000000003
2018-09-24 18:23:49.646  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : sa-east-1	North-Central-US	799.3818181818183	1027.5272727272727
2018-09-24 18:23:49.646  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-1	ap-northeast-3	1020.0	643.5333333333334
2018-09-24 18:23:49.646  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-1	East-US-2	1099.25	1598.357142857143
2018-09-24 18:23:49.646  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-1	sa-east-1	1367.5714285714287	711.1904761904761
2018-09-24 18:23:49.646  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-1	ap-south-1	1020.1785714285713	878.0357142857142
2018-09-24 18:23:49.646  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-2	North-Central-US	1264.607142857143	975.2857142857143
2018-09-24 18:23:49.646  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-2	East-US	810.0	882.6727272727272
2018-09-24 18:23:49.646  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-1	ap-southeast-1	1008.418181818182	788.5090909090909
2018-09-24 18:23:49.646  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : sa-east-1	Central-US	782.5000000000001	1150.8333333333335
2018-09-24 18:23:49.646  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-1	ap-southeast-2	1155.3214285714284	497.21428571428567
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-central-1	North-Central-US	1248.3333333333333	983.4000000000001
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-southeast-2	North-Central-US	1518.047619047619	1278.952380952381
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-2	eu-west-3	454.33333333333337	1409.1666666666667
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-2	eu-west-2	1120.6666666666667	870.0
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-2	eu-west-1	1141.6666666666667	914.0476190476192
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-1	ca-central-1	865.9722222222222	1193.0277777777778
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : Central-US	North-Central-US	609.0	1949.0
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-3	ap-southeast-2	1555.8333333333333	428.33333333333337
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-3	Central-US	439.8095238095238	1054.2857142857144
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-3	ap-southeast-1	797.1071428571429	802.2857142857142
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-1	East-US	1237.3333333333333	1388.3333333333333
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-3	North-Central-US	731.047619047619	1349.1904761904764
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-3	ap-south-1	634.8571428571429	1040.5238095238096
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-1	sa-east-1	805.3333333333334	1106.3333333333335
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-1	sa-east-1	1160.8333333333335	1532.818181818182
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-southeast-1	sa-east-1	1058.0000000000002	719.6666666666667
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-2	sa-east-1	819.047619047619	761.0
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-southeast-2	ap-south-1	491.06666666666666	1328.8
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-1	East-US-2	1134.9	959.7
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : East-US-2	Central-US	1306.6000000000001	1001.3333333333331
2018-09-24 18:23:49.647  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-southeast-2	Central-US	895.6428571428571	1096.1785714285713
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-2	eu-central-1	821.2857142857144	1415.4761904761906
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-3	North-Central-US	1265.7777777777778	587.1666666666666
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-2	Central-US	1468.1333333333334	1471.466666666667
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ca-central-1	ap-northeast-3	634.7	1100.9
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-central-1	Central-US	751.7111111111112	1021.6666666666667
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-1	North-Central-US	1126.8681318681315	768.7252747252746
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-1	North-Central-US	572.9	317.9
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-2	sa-east-1	426.2	988.7
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-central-1	ap-south-1	947.3928571428571	903.7142857142857
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-2	ap-south-1	1135.3214285714284	694.0714285714284
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ca-central-1	North-Central-US	773.6666666666667	645.6666666666667
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-2	East-US	1050.1666666666667	562.9166666666666
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ca-central-1	ap-northeast-2	371.26666666666665	1019.5999999999999
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ca-central-1	ap-northeast-1	998.6666666666666	1007.4102564102564
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-central-1	sa-east-1	1158.9333333333334	1067.7111111111112
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-2	ap-southeast-2	1186.0000000000002	527.5000000000001
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-3	sa-east-1	1386.7333333333333	1224.2666666666667
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-2	ap-southeast-1	789.6666666666666	1369.6666666666667
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-3	ap-south-1	987.9444444444445	1026.611111111111
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-central-1	ap-northeast-3	692.6785714285714	1511.5714285714284
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-2	East-US-2	1091.107142857143	932.2857142857143
2018-09-24 18:23:49.648  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-1	eu-west-3	1114.9	902.3
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-central-1	ap-northeast-1	690.0	932.3
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-central-1	ap-northeast-2	1017.1	376.1
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-1	ap-southeast-2	657.5818181818181	968.0181818181817
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-3	Central-US	864.9999999999999	1417.6428571428573
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-1	ap-southeast-1	803.6071428571427	1199.2142857142858
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-1	eu-west-1	821.8000000000001	1003.4666666666667
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-1	eu-west-2	1141.0	592.0
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-1	East-US	1161.5333333333333	958.5999999999999
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-2	ap-northeast-3	482.7857142857143	1066.8214285714287
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-2	ap-southeast-1	1109.0	1399.6666666666667
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-2	East-US-2	875.5238095238095	936.4761904761905
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ap-northeast-2	ap-southeast-2	1046.3818181818183	1116.7636363636366
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-central-1	East-US	16.0	796.0
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ca-central-1	eu-west-2	1393.5	738.2
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-central-1	East-US-2	1179.4666666666667	1323.6000000000001
2018-09-24 18:23:49.649  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ca-central-1	eu-west-1	960.2380952380953	649.8571428571429
2018-09-24 18:23:49.650  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-central-1	ap-southeast-2	979.3333333333334	391.3333333333333
2018-09-24 18:23:49.650  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-central-1	ap-southeast-1	873.1333333333332	762.9333333333334
2018-09-24 18:23:49.650  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-2	ap-northeast-3	847.1111111111111	1067.888888888889
2018-09-24 18:23:49.650  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-2	ap-northeast-2	768.3214285714286	1037.5
2018-09-24 18:23:49.650  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-2	ap-southeast-1	785.7857142857143	732.5714285714286
2018-09-24 18:23:49.650  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : ca-central-1	eu-west-3	1158.6666666666667	1656.3333333333333
2018-09-24 18:23:49.650  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-2	eu-west-2	892.0	880.4761904761905
2018-09-24 18:23:49.650  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-2	ap-northeast-1	695.3333333333333	1134.5714285714287
2018-09-24 18:23:49.650  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : eu-west-2	ap-southeast-2	1062.0000000000002	1008.5333333333334
2018-09-24 18:23:49.650  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-east-2	Central-US	940.2777777777778	1358.138888888889
2018-09-24 18:23:49.650  INFO 70691 --- [SimpleAsyncTaskExecutor-2] c.e.l.controller.LatencyController       : us-west-2	eu-west-3	803.0833333333334	1184.7222222222222
